user,pos_item,neg_item
6,268,284
6,261,257
6,182,310
6,248,259
6,408,459
6,275,276
6,127,310
6,297,340
6,100,310
6,9,309
6,124,258
6,14,458
6,515,117
6,15,471
6,137,286
6,293,143
6,534,276
6,536,460
6,221,237
6,285,286
6,1,473
6,475,340
6,246,284
6,508,458
6,298,117
6,151,301
6,125,13
6,410,477
6,533,237
6,532,309
6,21,259
6,308,477
6,64,309
6,524,286
6,514,13
6,8,257
6,98,258
6,427,310
6,135,7
6,79,340
6,223,538
6,531,143
6,165,471
6,510,301
6,178,309
6,487,535
6,177,111
6,89,7
6,136,284
6,50,472
6,527,458
6,205,143
6,513,7
6,192,458
6,187,310
6,462,276
6,481,237
6,47,143
6,169,294
6,520,538
6,318,286
6,174,405
6,484,258
6,489,276
6,71,538
6,498,538
6,12,309
6,479,7
6,497,535
6,191,458
6,492,460
6,480,472
6,496,477
6,211,459
6,469,284
6,512,13
6,504,405
6,199,286
6,197,237
6,525,309
6,482,535
6,530,117
6,537,471
6,69,258
6,474,476
6,500,473
6,521,286
6,204,258
6,56,309
6,507,460
6,32,111
6,180,310
6,183,7
6,490,7
6,519,538
6,194,284
6,23,310
6,189,473
6,495,259
6,461,237
6,185,7
6,511,143
6,166,405
6,488,340
6,175,7
6,70,284
6,486,237
6,133,276
6,529,284
6,522,237
6,483,286
6,216,535
6,523,310
6,193,458
6,435,143
6,59,471
6,432,477
6,463,477
6,209,294
6,493,309
6,238,476
6,494,284
6,131,237
6,22,458
6,503,284
6,87,458
6,506,460
6,491,472
6,468,143
6,528,276
6,317,143
6,517,13
6,156,309
6,499,276
6,195,117
62,302,245
62,258,270
62,328,742
62,306,257
62,875,866
62,475,15
62,273,241
62,1129,1132
62,9,715
62,276,462
62,127,597
62,50,245
62,129,33
62,100,673
62,7,931
62,508,1128
62,744,270
62,298,271
62,3,249
62,275,86
62,125,866
62,845,921
62,181,245
62,250,554
62,285,704
62,222,230
62,116,1028
62,952,1
62,117,431
62,237,702
62,283,702
62,24,128
62,676,387
62,1012,723
62,13,294
62,151,1
62,111,1128
62,20,462
62,455,128
62,286,86
62,14,1132
62,1009,365
62,147,245
62,121,97
62,290,763
62,235,230
62,1016,742
62,473,1060
62,405,685
62,281,118
62,546,1132
62,252,227
62,225,1
62,21,472
62,98,33
62,238,715
62,509,241
62,114,723
62,511,924
62,191,1134
62,12,597
62,474,739
62,188,1132
62,64,715
62,171,128
62,318,924
62,527,1134
62,55,245
62,199,827
62,423,271
62,56,866
62,168,257
62,204,230
62,176,554
62,483,921
62,134,365
62,172,245
62,8,1060
62,22,1134
62,59,704
62,498,118
62,651,118
62,170,68
62,209,249
62,195,597
62,70,702
62,180,15
62,196,270
62,69,1
62,76,685
62,955,270
62,44,365
62,228,227
62,1077,673
62,89,931
62,210,431
62,4,742
62,215,97
62,71,827
62,157,68
62,190,827
62,65,365
62,153,128
62,521,924
62,357,387
62,173,294
62,1073,33
62,582,921
62,144,685
62,466,673
62,514,1028
62,96,597
62,856,387
62,183,931
62,512,462
62,174,245
62,463,1060
62,164,271
62,179,715
62,83,702
62,132,472
62,699,387
62,443,288
62,135,554
62,528,1134
62,568,118
62,28,118
62,182,673
62,91,257
62,464,702
62,1131,742
62,747,448
62,959,763
62,81,866
62,213,86
62,652,15
62,605,723
62,815,387
62,216,702
62,82,227
62,729,97
286,289,237
286,288,993
286,988,274
286,408,993
286,248,577
286,151,993
286,628,546
286,257,29
286,50,29
286,596,107
286,116,13
286,473,993
286,535,237
286,277,762
286,235,1047
286,7,117
286,25,1182
286,14,818
286,298,546
286,181,29
286,475,930
286,275,212
286,123,952
286,100,56
286,125,56
286,251,425
286,1,993
286,278,704
286,924,461
286,477,993
286,16,763
286,819,734
286,111,411
286,20,512
286,240,993
286,741,762
286,250,771
286,815,274
286,476,824
286,290,3
286,280,161
286,929,856
286,1288,1230
286,147,53
286,405,161
286,121,117
286,1202,790
286,1079,1411
286,1051,734
286,931,1047
286,472,771
286,597,930
286,258,930
286,127,53
286,742,546
286,413,13
286,153,1182
286,95,993
286,191,107
286,173,1411
286,527,818
286,144,117
286,642,56
286,174,117
286,357,212
286,433,856
286,17,53
286,462,704
286,55,161
286,367,1502
286,483,274
286,629,41
286,209,401
286,133,512
286,1039,425
286,168,1411
286,132,29
286,171,1182
286,382,952
286,640,56
286,183,411
286,652,56
286,732,1502
286,4,546
286,204,952
286,208,763
286,707,461
286,83,237
286,11,1230
286,70,762
286,724,107
286,216,237
286,1053,274
286,234,117
286,231,993
286,1035,790
286,588,13
286,44,53
286,101,1411
286,202,1047
286,792,1182
286,428,762
286,721,411
286,1075,818
286,96,771
286,423,577
286,737,237
286,47,425
286,91,512
286,175,930
286,372,461
286,1286,856
286,739,1502
286,1101,734
286,709,274
286,781,762
286,22,212
286,381,237
286,73,790
286,77,161
286,746,161
286,169,993
286,97,704
286,636,771
286,90,13
286,85,762
286,189,993
286,89,577
286,154,824
286,57,29
286,167,3
286,217,856
286,158,790
286,658,1230
286,196,818
286,403,117
286,66,274
286,1140,425
286,164,117
286,761,546
286,155,107
286,1194,53
286,88,237
286,42,41
286,766,274
286,379,29
286,747,401
286,198,930
286,955,212
286,451,107
286,417,461
286,72,29
286,778,762
286,1119,1502
286,559,704
286,1503,512
286,1113,1230
286,574,212
286,1133,1411
286,402,512
286,569,704
286,396,1182
286,393,818
286,184,763
286,800,13
286,821,734
286,195,771
286,232,546
286,34,771
286,394,425
286,142,993
286,40,107
286,1091,1411
286,949,237
286,738,274
286,186,577
286,1504,824
286,386,13
286,554,930
286,552,930
286,210,117
286,1239,790
286,99,512
286,432,13
286,805,13
286,969,993
286,176,771
286,269,461
286,301,734
286,340,856
286,1014,3
286,211,1230
286,272,818
286,268,762
286,345,13
200,304,1033
200,258,934
200,325,24
200,243,1033
200,125,409
200,276,652
200,742,24
200,410,235
200,151,1033
200,25,409
200,117,24
200,121,235
200,118,48
200,225,1033
200,1060,1033
200,1,1033
200,455,24
200,148,580
200,222,48
200,924,934
200,7,235
200,147,652
200,685,24
200,717,580
200,756,1028
200,473,1033
200,840,934
200,826,24
200,841,24
200,596,652
200,760,235
200,363,24
200,930,409
200,411,1028
200,597,48
200,1049,1033
200,929,580
200,313,1028
200,288,401
200,748,1028
200,294,934
200,286,652
200,323,24
200,984,24
200,245,409
200,9,48
200,196,409
200,892,409
200,890,934
200,358,24
200,758,24
200,820,1033
200,405,24
200,112,1033
200,123,1033
200,546,24
200,282,580
200,15,652
200,280,48
200,472,934
200,107,1028
200,228,235
200,568,1033
200,22,580
200,45,652
200,265,24
200,692,235
200,135,235
200,230,235
200,50,934
200,528,48
200,483,1028
200,174,1033
200,205,580
200,432,409
200,318,652
200,28,48
200,357,580
200,588,934
200,143,652
200,79,409
200,673,24
200,191,48
200,172,934
200,183,235
200,173,1033
200,88,1028
200,69,1033
200,89,235
200,478,1028
200,204,1033
200,195,235
200,169,401
200,392,580
200,462,652
200,56,652
200,99,409
200,208,401
200,496,934
200,8,580
200,98,48
200,210,409
200,161,1028
200,95,409
200,431,934
200,451,1028
200,227,235
200,402,934
200,179,48
200,495,24
200,465,1033
200,188,580
200,193,652
200,660,48
200,419,409
200,423,235
200,202,1028
200,58,580
200,378,652
200,141,24
200,215,934
200,515,48
200,380,1033
200,234,652
200,71,580
200,96,24
200,218,24
200,393,409
200,609,1028
200,443,48
200,501,580
200,584,934
200,1073,24
200,11,652
200,72,409
200,549,652
200,239,580
200,509,48
200,33,24
200,523,934
200,176,235
200,177,401
200,82,235
200,527,409
200,229,235
200,385,24
200,755,1033
200,68,934
200,582,1028
200,241,48
200,470,580
200,622,1033
200,91,409
200,43,652
200,1091,1033
200,420,1033
200,54,24
200,559,48
200,679,934
200,365,409
200,140,580
200,951,934
200,1217,24
200,447,401
224,286,212
224,313,149
224,300,583
224,751,322
224,328,744
224,258,325
224,294,687
224,333,991
224,301,243
224,326,321
224,748,92
224,879,1045
224,329,544
224,245,581
224,323,135
224,349,92
224,689,977
224,678,325
224,893,687
224,28,873
224,223,962
224,191,1045
224,178,518
224,11,70
224,526,221
224,69,778
224,1039,658
224,97,632
224,193,212
224,591,322
224,318,744
224,86,708
224,215,556
224,1119,991
224,528,1163
224,727,583
224,282,325
224,736,873
224,470,92
224,1221,544
224,724,962
224,237,70
224,332,544
224,196,469
224,423,243
224,22,1045
224,15,873
224,162,723
224,147,321
224,924,135
224,655,221
224,662,632
224,699,518
224,660,1163
224,126,518
224,222,135
224,378,658
224,277,744
224,704,149
224,356,723
224,402,723
224,731,723
224,77,581
224,387,212
224,720,778
224,676,212
224,125,708
224,157,977
224,549,744
224,555,991
224,582,1163
224,468,1045
224,686,581
224,949,70
224,620,778
224,846,962
224,276,221
224,284,873
224,26,70
224,392,556
224,287,632
224,148,92
224,380,322
224,365,469
303,258,5
303,286,326
303,302,1210
303,269,716
303,872,125
303,288,1157
303,319,948
303,324,1273
303,321,583
303,262,63
303,270,327
303,333,5
303,340,120
303,259,1224
303,294,29
303,268,869
303,328,1217
303,334,1135
303,873,801
303,264,552
303,245,300
303,875,125
303,260,564
303,100,940
303,956,783
303,153,1011
303,87,289
303,531,1135
303,1039,325
303,64,1220
303,603,551
303,474,49
303,435,808
303,124,597
303,179,578
303,221,574
303,204,1270
303,318,289
303,1097,716
303,174,300
303,127,833
303,480,271
303,56,546
303,427,38
303,98,327
303,479,1273
303,507,842
303,173,118
303,525,397
303,741,120
303,216,1041
303,491,748
303,187,327
303,514,1047
303,357,1086
303,210,720
303,28,118
303,194,716
303,223,1508
303,116,722
303,693,1407
303,156,327
303,425,49
303,483,326
303,96,323
303,164,62
303,17,809
303,847,542
303,9,363
303,183,145
303,81,716
303,50,300
303,773,564
303,79,1217
303,191,289
303,653,106
303,12,829
303,195,391
303,421,595
303,1,63
303,484,586
303,132,1411
303,408,21
303,144,840
303,634,358
303,186,725
303,558,325
303,705,1040
303,171,1182
303,182,327
303,92,748
303,109,369
303,475,1426
303,150,866
303,2,323
303,232,586
303,1073,943
303,93,1270
303,42,1071
303,168,1411
303,8,63
303,11,542
303,176,554
303,234,685
303,430,395
303,508,808
303,238,716
303,919,679
303,226,1239
303,55,583
303,506,1230
303,654,5
303,419,398
303,209,1426
303,31,595
303,482,1095
303,68,38
303,960,1011
303,1286,1426
303,615,551
303,215,327
303,172,300
303,198,809
303,22,289
303,65,583
303,184,413
303,82,779
303,185,551
303,284,869
303,7,1273
303,99,755
303,746,748
303,69,869
303,128,540
303,201,413
303,619,397
303,228,271
303,381,869
303,170,1090
303,83,869
303,550,871
303,744,1090
303,15,1135
303,111,1337
303,385,391
303,203,1209
303,559,106
303,208,1209
303,46,1145
303,952,1270
303,70,722
303,939,546
303,778,716
303,382,940
303,147,1239
303,282,325
303,1187,840
303,276,574
303,4,546
303,458,1135
303,283,869
303,1109,5
303,23,1220
303,47,997
303,1098,926
303,134,597
303,813,289
303,433,940
303,709,725
303,33,1217
303,651,118
303,25,1224
303,24,1228
303,462,125
303,181,300
303,367,948
303,591,1407
303,1199,369
303,692,1270
303,202,1047
303,123,1270
303,71,542
303,762,926
303,416,1178
303,844,120
303,673,327
303,152,1110
303,236,574
303,432,679
303,273,595
303,403,1034
303,596,842
303,26,716
303,237,869
303,88,866
303,167,120
303,160,1220
303,1046,943
303,404,398
303,470,118
303,222,670
303,568,578
303,137,125
303,200,106
303,588,755
303,97,554
303,443,1157
303,1222,1040
303,240,120
303,129,363
303,277,1090
303,739,725
303,161,748
303,229,62
303,451,125
303,117,720
303,518,325
303,241,118
303,582,716
303,91,29
303,418,842
303,230,364
303,423,552
303,735,1086
303,655,542
303,729,1230
303,544,38
303,631,125
303,143,808
303,411,1047
303,405,685
303,477,1337
303,141,323
303,780,364
303,824,801
303,290,49
303,650,679
303,77,5
303,1118,1426
303,155,1220
303,461,809
303,569,106
303,721,1041
303,979,5
303,1267,809
303,658,1426
303,1218,734
303,867,997
303,502,376
303,455,21
303,715,120
303,517,869
303,44,597
303,219,358
303,95,755
303,151,395
303,235,145
303,80,586
303,420,1178
303,85,1040
303,1021,833
303,792,1182
303,436,413
303,54,300
303,218,327
303,159,1090
303,636,62
303,627,554
303,291,840
303,410,871
303,549,289
303,396,1011
303,1048,716
303,239,120
303,742,363
303,1153,1135
303,13,783
303,73,1217
303,1232,940
303,616,670
303,697,1407
303,233,1228
303,501,63
303,393,722
303,825,779
303,953,866
303,121,62
303,1335,1508
303,122,364
194,294,67
194,321,991
194,496,419
194,659,385
194,127,76
194,435,81
194,655,692
194,187,160
194,12,356
194,491,399
194,183,559
194,483,274
194,174,82
194,507,286
194,357,134
194,86,213
194,651,289
194,265,82
194,511,1045
194,132,679
194,526,417
194,173,29
194,482,1028
194,427,642
194,79,356
194,186,864
194,479,654
194,514,756
194,136,425
194,234,82
194,530,259
194,178,640
194,192,387
194,467,631
194,633,393
194,168,230
194,83,692
194,185,654
194,657,134
194,89,82
194,318,286
194,179,991
194,208,705
194,98,642
194,199,274
194,478,783
194,50,29
194,181,29
194,238,81
194,210,82
194,474,1044
194,4,504
194,527,736
194,510,568
194,135,62
194,519,274
194,172,29
194,22,289
194,488,212
194,182,941
194,647,241
194,498,274
194,69,393
194,175,289
194,523,81
194,317,212
194,195,385
194,180,125
194,95,25
194,8,393
194,517,756
194,191,289
194,648,692
194,209,692
194,56,125
194,64,425
194,197,25
194,732,705
194,198,281
194,516,944
194,509,387
194,188,286
194,203,562
194,26,692
194,414,783
194,204,623
194,70,274
194,28,1044
194,404,624
194,566,286
194,23,387
194,503,417
194,58,286
194,239,640
194,443,559
194,433,780
194,177,366
194,661,576
194,87,808
194,616,219
194,529,944
194,133,582
194,194,81
194,161,405
194,216,692
194,432,624
194,196,393
194,44,81
194,402,125
194,202,419
194,693,941
194,515,78
194,481,274
194,97,121
194,518,81
194,205,1045
194,71,820
194,215,78
194,431,29
194,211,167
194,663,425
194,588,1412
194,710,1028
194,521,286
194,792,642
194,30,1211
194,550,222
194,99,1409
194,143,419
194,735,213
194,193,417
194,1220,631
194,218,76
194,91,623
194,770,160
194,367,705
194,1107,241
194,226,576
194,951,78
194,52,640
194,54,562
194,466,991
194,580,1044
194,73,864
194,625,820
194,715,356
194,739,783
194,549,289
194,66,125
194,470,62
194,77,405
194,660,356
194,465,78
194,946,1409
194,371,582
194,1112,1211
194,94,393
194,708,736
194,1091,679
194,570,504
194,9,76
194,117,576
194,7,654
194,237,692
194,15,582
194,276,213
194,1,820
194,118,568
194,124,134
194,762,780
291,288,800
291,325,974
291,237,1047
291,475,245
291,129,974
291,147,1239
291,9,977
291,844,975
291,181,245
291,50,245
291,1012,85
291,1067,85
291,508,244
291,249,21
291,619,1478
291,250,175
291,93,1209
291,742,829
291,455,391
291,106,928
291,546,555
291,405,121
291,985,118
291,123,1079
291,262,1209
291,151,158
291,15,1229
291,293,977
291,284,1047
291,273,175
291,240,21
291,471,244
291,285,375
291,282,85
291,1016,571
291,763,235
291,597,391
291,756,1209
291,1017,85
291,933,1478
291,823,974
291,3,94
291,824,577
291,924,118
291,825,760
291,290,575
291,1277,977
291,125,555
291,291,974
291,413,383
291,236,1209
291,456,1239
291,411,1047
291,833,571
291,685,121
291,460,975
291,122,1229
291,1376,235
291,1059,158
291,1244,571
291,834,551
291,717,975
291,369,565
291,294,1079
291,7,175
291,741,577
291,100,974
291,1,21
291,24,391
291,117,974
291,124,324
291,410,94
291,246,1047
291,1073,974
291,98,974
291,56,555
291,12,829
291,943,974
291,234,118
291,55,1478
291,156,974
291,470,118
291,939,1229
291,466,974
291,31,244
291,1109,324
291,566,245
291,5,551
291,636,565
291,77,324
291,770,977
291,79,245
291,218,974
291,53,1478
291,773,551
291,581,245
291,379,928
291,33,829
291,1217,829
291,17,571
291,1046,324
291,164,974
291,356,1209
291,1083,974
291,226,1239
291,592,977
291,1471,800
291,38,1478
291,761,571
291,1042,829
291,573,565
291,1157,800
291,572,977
291,1253,974
291,1077,974
291,552,1215
291,54,85
291,231,121
291,27,121
291,11,118
291,22,375
291,172,245
291,4,555
291,128,571
291,96,391
291,174,245
291,92,1478
291,144,391
291,82,121
291,89,760
291,568,118
291,385,391
291,540,571
291,1188,571
291,195,391
291,686,974
291,403,235
291,188,928
291,576,1239
291,232,571
291,184,575
291,550,1215
291,562,760
291,578,1215
291,1303,977
291,200,928
291,448,800
291,672,1229
291,396,158
291,558,85
291,670,565
291,706,565
291,219,551
291,567,800
291,563,551
291,816,928
291,774,1478
291,223,375
291,469,1047
291,64,85
291,212,244
291,735,975
291,48,175
291,46,375
291,732,1239
291,70,1047
291,214,928
291,69,974
291,772,244
291,423,383
291,179,175
291,366,975
291,941,94
291,427,977
291,715,85
291,84,565
291,215,383
291,1220,1478
291,569,928
291,655,118
291,1505,245
291,729,1229
291,631,977
291,402,928
291,1206,555
291,365,800
291,798,21
291,1213,974
291,1139,85
291,238,383
291,153,158
291,204,577
291,202,1047
291,428,1209
291,8,94
291,367,1047
291,173,118
291,90,1209
291,168,1079
291,49,1047
291,72,1079
291,154,575
291,66,1209
291,393,94
234,313,268
234,242,929
234,286,157
234,304,465
234,300,566
234,294,623
234,288,307
234,749,116
234,292,321
234,289,175
234,316,1455
234,873,939
234,887,872
234,1,243
234,124,258
234,9,76
234,1011,751
234,137,221
234,847,48
234,14,207
234,93,844
234,285,980
234,283,1100
234,10,188
234,20,632
234,276,86
234,287,693
234,148,156
234,1269,85
234,641,188
234,1204,259
234,519,1455
234,675,358
234,618,421
234,1451,328
234,1330,980
234,127,76
234,488,329
234,427,322
234,431,117
234,483,1453
234,515,11
234,651,317
234,480,472
234,504,619
234,98,258
234,182,693
234,186,571
234,511,97
234,589,630
234,493,12
234,69,393
234,216,781
234,174,566
234,154,989
234,611,925
234,659,546
234,498,140
234,608,7
234,617,950
234,923,212
234,1039,874
234,494,1455
234,198,925
234,265,117
234,650,951
234,172,566
234,56,156
234,1020,806
234,500,465
234,520,73
234,318,465
234,178,321
234,32,47
234,492,596
234,185,445
234,484,307
234,604,732
234,64,329
234,963,1205
234,525,619
234,531,1010
234,192,693
234,165,207
234,199,241
234,694,702
234,435,503
234,177,97
234,238,1003
234,1172,781
234,481,630
234,521,175
234,516,268
234,45,1100
234,187,76
234,612,472
234,607,872
234,213,86
234,176,195
234,496,1455
234,190,808
234,228,204
234,166,1015
234,489,1453
234,50,566
234,487,746
234,143,596
234,656,12
234,1120,16
234,434,96
234,464,702
234,205,317
234,236,929
234,87,465
234,223,1168
234,709,421
234,486,268
234,181,566
234,418,951
234,179,188
234,1298,116
234,168,843
234,429,307
234,613,1100
234,485,1015
234,921,221
234,837,702
234,211,925
234,234,2
234,727,939
234,478,732
234,15,950
234,965,746
234,699,12
234,28,939
234,1457,116
234,491,1453
234,8,393
234,183,616
234,558,322
234,662,86
234,202,1453
234,863,157
234,95,393
234,528,47
234,215,97
234,615,328
234,1126,11
234,432,477
234,1063,951
234,100,806
234,610,732
234,135,204
234,855,984
234,222,550
234,735,874
234,490,7
234,462,632
234,144,226
234,657,1010
234,510,403
234,79,566
234,89,96
234,180,980
234,524,844
234,1203,746
234,634,1184
234,196,393
234,209,1461
234,474,433
234,136,1453
234,836,503
234,208,503
234,705,781
234,111,550
234,1149,140
234,606,48
234,506,85
234,1449,212
234,661,1455
234,357,241
234,745,929
234,530,117
234,99,832
234,654,307
234,603,328
234,134,258
234,1463,808
234,197,844
234,1050,623
234,210,117
234,655,11
234,584,951
234,194,503
234,1064,321
234,430,959
234,1369,619
234,1021,142
234,505,218
234,170,1168
234,605,929
234,153,385
234,404,989
234,463,951
234,1462,872
234,132,622
234,1200,465
234,77,619
234,517,268
234,290,385
234,279,221
234,513,7
234,842,1003
234,526,140
234,82,751
234,423,243
234,428,1100
234,443,258
234,224,702
234,479,328
234,523,329
234,499,632
234,52,207
234,945,116
234,527,465
234,673,218
234,966,421
234,229,259
234,927,1205
234,5,307
234,71,596
234,466,117
234,602,212
234,23,693
234,1400,872
234,835,732
234,497,1455
234,1121,221
234,151,102
234,206,322
234,660,874
234,1169,156
234,501,596
234,848,550
234,173,843
234,631,157
234,451,546
234,747,984
234,614,97
234,141,96
234,942,950
234,4,546
234,419,142
234,22,317
234,164,195
234,133,1455
234,81,950
234,131,630
234,277,47
234,193,472
234,66,503
234,436,358
234,601,241
234,191,1010
234,274,781
234,642,808
234,280,1184
234,482,630
234,31,619
234,507,175
234,964,268
234,1221,781
234,582,156
234,319,746
234,367,116
234,473,622
234,686,97
234,1397,980
234,495,73
234,21,259
234,629,630
234,471,781
234,200,188
234,653,806
234,1263,1015
234,1035,477
234,591,12
234,1456,73
234,609,832
234,1198,806
234,1448,632
119,300,250
119,286,276
119,322,544
119,323,831
119,866,105
119,458,526
119,100,544
119,275,276
119,50,254
119,455,755
119,741,544
119,235,254
119,813,526
119,718,82
119,277,526
119,298,250
119,237,276
119,282,544
119,412,410
119,1086,258
119,7,250
119,628,544
119,93,105
119,125,276
119,1016,931
119,222,831
119,121,82
119,829,755
119,982,258
119,181,831
119,823,258
119,472,254
119,742,931
119,287,526
119,762,276
119,597,258
119,117,82
119,924,526
119,826,755
119,475,258
119,274,276
119,109,931
119,257,755
119,473,755
119,1202,410
119,405,250
119,827,831
119,546,254
119,255,276
119,717,82
119,930,250
119,1034,831
119,252,82
119,825,931
119,977,544
119,1259,105
119,1244,410
119,595,410
119,986,254
119,1261,276
119,1153,526
119,492,258
119,56,544
119,11,526
119,194,544
119,96,931
119,213,276
119,182,544
119,174,82
119,168,105
